Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number,Release Date,Description,Game Link
gun club vr,PC,Gaming Nexus,Critic,"Just about everything works perfectly in Gun Club VR. The length of the shooting rounds is just right - not too short, not too long. It is easy to earn the dough required to be new weapons, and there is a sandbox level that will let you test them all out on a closed range before buying to ensure that you don’t waste your efforts on buying a gun that you end up hating. Short of finding an actual gun shop/club that offers this kind of all-inclusive and profoundly satisfying shooting environment, Gun Club VR is the way to go.","Sep 26, 2018",90,"Dec 18, 2023",Take to the range with an arsenal of the world’s most powerful weaponry in Gun Club VR. Addictive gameplay and unsurpassed realism combine to make Gun Club VR the ultimate virtual weapon simulator. The only thing missing is the smell of the gunpowder.,https://www.metacritic.com/game/gun-club-vr/
gun club vr,,,User,,,,"Dec 18, 2023",Take to the range with an arsenal of the world’s most powerful weaponry in Gun Club VR. Addictive gameplay and unsurpassed realism combine to make Gun Club VR the ultimate virtual weapon simulator. The only thing missing is the smell of the gunpowder.,https://www.metacritic.com/game/gun-club-vr/
grimoire organizer,,,Critic,,,tbd,"Dec 18, 2023","Grimoire Organizer is a game about flicking books into the bookshelves.

The books come in 3 colors - red, green and blue, with 3 cover designs for each of the colors. Take books from the stack, aim and launch them into the bookcase where they belong! If you mismatch the color of the book in hand with the place in the bookcase, or try to place it where there is already a book, you lose 1 try. You start with 5 tries and the goal is to keep at least 1 try under the timer.

Try a different configurable time - either 52 or 200 seconds!",https://www.metacritic.com/game/grimoire-organizer/
grimoire organizer,,,User,,,,"Dec 18, 2023","Grimoire Organizer is a game about flicking books into the bookshelves.

The books come in 3 colors - red, green and blue, with 3 cover designs for each of the colors. Take books from the stack, aim and launch them into the bookcase where they belong! If you mismatch the color of the book in hand with the place in the bookcase, or try to place it where there is already a book, you lose 1 try. You start with 5 tries and the goal is to keep at least 1 try under the timer.

Try a different configurable time - either 52 or 200 seconds!",https://www.metacritic.com/game/grimoire-organizer/
dnf duel dlc 3 battle mage,,,Critic,,,tbd,,,
dnf duel dlc 3 battle mage,,,User,,,,,,
all i want for christmas are subgames,,,Critic,,,tbd,"Dec 18, 2023",A Sleigh-full of Subgames for the Holidays!,https://www.metacritic.com/game/all-i-want-for-christmas-are-subgames/
all i want for christmas are subgames,,,User,,,,"Dec 18, 2023",A Sleigh-full of Subgames for the Holidays!,https://www.metacritic.com/game/all-i-want-for-christmas-are-subgames/
anime rpg isekai journey,,,Critic,,,tbd,,,
anime rpg isekai journey,,,User,,,,,,
ven vr adventure,PC,COGconnected,Critic,"Ven VR Adventure is overall a solid platforming adventure that uses its many gameplay influences well. There are some nice courses to play through and a visually appealing world to unlock in around 5 hours. They’ve also improved the game from previous versions, allowing you to send Ven backward to retrace missed parts of a level. But I still wish that darn camera didn’t intrude on the fun so much; that issue and a general sameness were a letdown to what is otherwise a game with lots of positives.","Aug 12, 2021",75,"Dec 18, 2023","Ven VR Adventure is a single-player platform game built for virtual reality from the ground up. You happen to meet Ven on his unknown planet, invaded by Bruce Nelson, who wants to destroy the surrounding magical world and gain access to energy that can make him virtually immortal. Be the hero to help Ven save his planet from destruction.",https://www.metacritic.com/game/ven-vr-adventure/
ven vr adventure,,,User,,,,"Dec 18, 2023","Ven VR Adventure is a single-player platform game built for virtual reality from the ground up. You happen to meet Ven on his unknown planet, invaded by Bruce Nelson, who wants to destroy the surrounding magical world and gain access to energy that can make him virtually immortal. Be the hero to help Ven save his planet from destruction.",https://www.metacritic.com/game/ven-vr-adventure/
the house of da vinci,PC,Meristation,Critic,"The House of Da Vinci is a puzzle based game similar to Fireproof's The Room. Leonardo Da Vinci is missing and your destiny as his most advanced pupil is to find him. Al tough the resolution of puzzles is quite ingenious, controls and camera are very imprecise.","Apr 16, 2018",70,"Dec 17, 2023","Enter The House of Da Vinci, a new must-try 3D puzzle adventure game. Solve mechanical puzzles, discover hidden objects, escape from rooms and dive into the authentic atmosphere of the Renaissance. Use all your wits to find out what's behind your master's disappearance.",https://www.metacritic.com/game/the-house-of-da-vinci/
the house of da vinci,PC,Cyber_Angel,User,Great puzzle game with a helpful hint system and intriguing contraptions to tinker with. Unsatisfactory ending.,"Apr 16, 2021",7.1,"Dec 17, 2023","Enter The House of Da Vinci, a new must-try 3D puzzle adventure game. Solve mechanical puzzles, discover hidden objects, escape from rooms and dive into the authentic atmosphere of the Renaissance. Use all your wits to find out what's behind your master's disappearance.",https://www.metacritic.com/game/the-house-of-da-vinci/
the wheel,,,Critic,,,tbd,"Dec 16, 2023",,https://www.metacritic.com/game/the-wheel/
the wheel,,,User,,,,"Dec 16, 2023",,https://www.metacritic.com/game/the-wheel/
park beyond chicken run dawn of the nugget,,,Critic,,,tbd,,,
park beyond chicken run dawn of the nugget,,,User,,,,,,
paper flight future battles,,,Critic,,,tbd,,,
paper flight future battles,,,User,,,tbd,,,
air fight sky fighters,,,Critic,,,tbd,,,
air fight sky fighters,,,User,,,,,,
arietta of spirits,Nintendo Switch,Gaming Age,Critic,"Arietta of Spirits won’t wow you like some of the best Zelda-inspired games, but it’s still got some niceness at its core. That may not make it a classic, but it’s enough to make it fun enough while it lasts.","Jan 24, 2022",68,"Dec 15, 2023","Arietta of Spirits is a charming adventure game with emotion-filled narrative, no-filler gameplay, and fast paced combat. The game tells the story of Arietta and her family, visiting their Grandmother's cabin for the first time after her passing away a year prior. However, the family trip takes an unexpected turn when Arietta meets a mysterious new friend and gains the ability to see strange spirits that inhabit the island.
-Explore a mysterious island with lush forests, murky caverns and dark secrets
-Beautiful retro-styled pixel graphics and inspiring original soundtrack
-Meet fascinating characters and discover the deep lore
-Fight a wide range of enemies in reaction based combat
-Easy to approach game mechanics, suitable for everyone",https://www.metacritic.com/game/arietta-of-spirits/
arietta of spirits,Nintendo Switch,Movies Games and Tech,Critic,"Arietta of Spirits is perfect if you’re looking for a short pretty RPG to tackle on a rainy weekend inside. But if you’re looking for something with more substance, I’d say this little Indie misses the mark. I enjoyed this game despite its small flaws.","Jan 27, 2022",70,"Dec 15, 2023","Arietta of Spirits is a charming adventure game with emotion-filled narrative, no-filler gameplay, and fast paced combat. The game tells the story of Arietta and her family, visiting their Grandmother's cabin for the first time after her passing away a year prior. However, the family trip takes an unexpected turn when Arietta meets a mysterious new friend and gains the ability to see strange spirits that inhabit the island.
-Explore a mysterious island with lush forests, murky caverns and dark secrets
-Beautiful retro-styled pixel graphics and inspiring original soundtrack
-Meet fascinating characters and discover the deep lore
-Fight a wide range of enemies in reaction based combat
-Easy to approach game mechanics, suitable for everyone",https://www.metacritic.com/game/arietta-of-spirits/
