Date,Title,Author,Game Title,Comment Count,Link
"Dec 11, 2023",,Jon Bolding,GameAlone in the Dark,47,https://www.ign.com/articles/alone-in-the-dark-the-final-preview
"Dec 10, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/the-best-aussie-gaming-and-tech-gifts-to-give-this-holiday-2023-au-deals
"Dec 10, 2023",,Noah Hunter,GameMGS: Master Collection Vol. 1,6,https://www.ign.com/articles/daily-deals-meta-quest-2-metal-gear-solid-master-collection-vol1-xbox-series-x
"Dec 10, 2023",,Jeremy Peel,GameDoom,180,https://www.ign.com/articles/doom-is-30-but-hasnt-aged-the-way-games-are-supposed-to
"Dec 9, 2023",,Stella Chung,GameFortnite,26,https://www.ign.com/articles/fortnite-festival-songs-setlist-festival-pass-and-gameplay-details
"Dec 9, 2023",,Adam Bankhurst,GameFortnite,51,https://www.ign.com/articles/epic-says-rock-band-controller-support-a-priority-for-fortnite-festival
"Dec 9, 2023",,Noah Hunter,GameGod of War: Ragnarok,1,https://www.ign.com/articles/daily-deals-xbox-series-x-god-of-war-ragnarok-arcade1up-cabinets
"Dec 8, 2023",,Ashley Bardhan,GameThe Casting of Frank Stone,5,https://www.ign.com/articles/exclusive-the-casting-of-frank-stone-interview-screenshots
"Dec 8, 2023",,Ryan Dinsdale,GameCall of Duty: Modern Warfare III,651,https://www.ign.com/articles/call-of-duty-devs-are-a-little-peeved-at-christopher-judges-dig-during-the-game-awards
"Dec 8, 2023",,Taylor Lyles,GameSuicide Squad,70,https://www.ign.com/articles/suicide-squad-kill-the-justice-league-is-getting-an-offline-mode-after-release-rocksteady-confirms
"Dec 8, 2023",,Ryan Dinsdale,GameGod of War: Ragnarok,35,https://www.ign.com/articles/god-of-war-ragnarok-fans-are-noticing-some-major-greek-saga-vibes-in-valhalla-dlc
"Dec 8, 2023",,Stella Chung,GameFortnite,77,https://www.ign.com/articles/fortnite-rocket-racing-takes-the-best-from-rocket-league-and-puts-it-on-a-racetrack
"Dec 8, 2023",,Anthony Wood,GameSpider-Man 2,596,https://www.ign.com/articles/spider-man-2-fans-upset-after-it-won-nothing-at-the-game-awards-despite-7-nominations
"Dec 8, 2023",,Simon Cardy,GameGTA 6,0,https://www.ign.com/articles/ign-uk-podcast-726-gta-6-looks-decent
"Dec 8, 2023",,Ryan Dinsdale,GameThe Finals,11,https://www.ign.com/articles/the-finals-hits-200000-steam-concurrents-within-12-hours
"Dec 8, 2023",,Ryan Dinsdale,GameBlade,313,https://www.ign.com/articles/xbox-players-are-very-excited-about-finally-getting-some-marvel-love
"Dec 8, 2023",,Ryan Dinsdale,GameFinal Fantasy 7 Rebirth,46,https://www.ign.com/articles/final-fantasy-7-rebirth-fans-are-swooning-over-sexy-cid
"Dec 8, 2023",,Ryan Dinsdale,GameAlan Wake 2,35,https://www.ign.com/articles/alan-wake-2-new-game-plus-arrives-next-week
"Dec 7, 2023",,IGN Global Studios,GameAlan Wake 2,24,https://www.ign.com/articles/top-5-games-that-make-the-best-use-of-nvidias-rtx-technologies
"Dec 7, 2023",,Michael Cripe,GameFinal Fantasy XVI: Echoes of the Fallen,52,https://www.ign.com/articles/final-fantasy-16-echoes-of-the-fallen-dlc-out-now-rising-tide-out-spring-2024-game-awards-2023
"Dec 7, 2023",,Alex Stedman,GameBaldur's Gate III,273,https://www.ign.com/articles/baldurs-gate-3-is-now-available-on-xbox-series-xs
"Dec 7, 2023",,Kat Bailey,GameMonster Hunter: Wilds,60,https://www.ign.com/articles/monster-hunter-wilds-ps5-xbox-the-game-awards-2023
"Dec 7, 2023",,Alex Stedman,GameLight No Fire,129,https://www.ign.com/articles/no-mans-sky-developer-announces-next-game-light-no-fire-game-awards-2023
"Dec 7, 2023",,Rebekah Valentine,GameFinal Fantasy VII,9,https://www.ign.com/articles/final-fantasy-7-rebirth-trailer-debuts-a-brand-new-theme-song-game-awards-2023
"Dec 7, 2023",,Adam Bankhurst,GameExoborne,1,https://www.ign.com/articles/exoborne-is-an-open-world-extraction-shooter-set-in-a-post-apocalyptic-us-beset-by-extreme-weather
"Dec 7, 2023",,Wesley Yin-Poole,GameWarhammer 40K: Space Marine 2,2,https://www.ign.com/articles/warhammer-40000-space-marine-2-release-date-announced-game-awards-2023
"Dec 7, 2023",,Taylor Lyles,GameLost Records: Bloom and Rage,2,https://www.ign.com/articles/lost-records-bloom-rage-is-the-next-game-from-dont-nod-game-awards-2023
"Dec 7, 2023",,Rebekah Valentine,GameSkull and Bones,10,https://www.ign.com/articles/skull-and-bones-release-date-finally-revealed-again-game-awards-2023
"Dec 7, 2023",,Alex Stedman,GameTales of Kenzera: Zau,8,https://www.ign.com/articles/ea-originals-next-game-tales-of-kenzera-zau-revealed-game-awards-2023
"Dec 7, 2023",,Rebekah Valentine,GameBlack Myth: WuKong,0,https://www.ign.com/articles/black-myth-wukong-has-a-release-date-but-still-no-reply-to-reports-of-sexism-the-game-awards-2023
"Dec 7, 2023",,Alex Stedman,GameRise of the Ronin,13,https://www.ign.com/articles/rise-of-the-ronin-reveals-new-trailer-and-march-2024-release-date-game-awards-2023
"Dec 7, 2023",,Taylor Lyles,GameCrazy Taxi,62,https://www.ign.com/articles/new-jet-set-radio-crazy-taxi-golden-axe-and-more-are-in-development-game-awards-2023
"Dec 7, 2023",,Rebekah Valentine,GameVisions of Mana,16,https://www.ign.com/articles/square-enix-reveals-visions-of-mana-new-game-in-the-mana-series-game-awards-2023
"Dec 7, 2023",,Taylor Lyles,GameDead by Daylight,2,https://www.ign.com/articles/dead-by-daylight-supermassive-games-spinoff-revealed
"Dec 7, 2023",,Isaiah Colbert,GameDBZ Budokai,26,https://www.ign.com/articles/new-dragon-ball-z-budokai-tenkaichi-game-revealed-game-awards-2023
"Dec 7, 2023",,Michael Cripe,GameGod of War: Ragnarok - Valhalla,213,https://www.ign.com/articles/god-of-war-ragnarok-valhalla-is-free-roguelike-dlc-that-launches-next-week-game-awards-2023
"Dec 7, 2023",,Rebekah Valentine,GameDave the Diver,3,https://www.ign.com/articles/dave-the-diver-is-getting-a-free-update-crossover-with-dredge-game-awards-2023
"Dec 7, 2023",,Taylor Lyles,GameDead Cells,1,https://www.ign.com/articles/windblown-is-the-next-game-from-dead-cells-developer-motion-twin-game-awards-2023
"Dec 7, 2023",,Alex Stedman,GameInscryption,0,https://www.ign.com/articles/inscryption-developer-daniel-mullins-reveals-pony-island-2-panda-circus-game-awards-2023
"Dec 7, 2023",,Logan Plant,GameArknights: Endfield,536,https://www.ign.com/articles/the-game-awards-2023-everything-announced
"Dec 7, 2023",,Adam Bankhurst,GameBaldur's Gate III,997,https://www.ign.com/articles/the-game-awards-2023-winners-the-full-list
"Dec 7, 2023",,Rebekah Valentine,GameBrothers,9,https://www.ign.com/articles/brothers-a-tale-of-two-sons-josef-fares-first-game-is-getting-a-remake-game-awards-2023
"Dec 7, 2023",,Michael Cripe,MovieGood Burger 2,16,https://www.ign.com/articles/kenan-thompson-is-turning-a-mystery-playstation-game-into-a-cartoon
"Dec 7, 2023",,Wesley Yin-Poole,GameAssassin's Creed Mirage,2,https://www.ign.com/articles/assassins-creed-mirage-gets-new-game-plus-next-week-but-permadeath-mode-delayed-to-2024
"Dec 7, 2023",,Taylor Lyles,GameThe Day Before,48,https://www.ign.com/articles/the-day-befores-early-access-launch-is-not-going-well-so-far
"Dec 7, 2023",,Rebekah Valentine,GameElden Ring,42,https://www.ign.com/articles/elden-ring-fans-are-trying-to-manifest-a-dlc-release-date-at-the-game-awards
"Dec 7, 2023",,Michael Cripe,GamePrince of Persia: The Lost Crown,9,https://www.ign.com/articles/prince-of-persia-the-lost-crown-trailer-leak-reveals-january-demo
"Dec 7, 2023",,Ryan Dinsdale,GameGTA 6,103,https://www.ign.com/articles/grand-theft-auto-fans-are-already-modding-gta-6s-lucia-into-other-games
"Dec 7, 2023",,Michael Thompson,GameGTA 6,164,https://www.ign.com/articles/the-gta-6-game-engine-looks-insane-igns-grand-theft-auto-6-performance-preview
"Dec 7, 2023",,Ryan Dinsdale,GamePlayStation 5,130,https://www.ign.com/articles/retiring-playstation-boss-gifted-a-ps1-style-playstation-5-and-the-internet-is-very-jealous
"Dec 7, 2023",,Hannah Hoolihan,GamePlayStation 5,0,https://www.ign.com/articles/where-to-buy-a-ps5
"Dec 7, 2023",,Stella Chung,GameFortnite,18,https://www.ign.com/articles/lego-fortnite-takes-survival-crafting-to-a-whole-new-level
"Dec 7, 2023",,Robert Anderson,GameXbox Series X,1,https://www.ign.com/articles/save-10-on-xbox-gift-cards-at-amazon-2023-new
"Dec 7, 2023",,Wesley Yin-Poole,GameAlone in the Dark,43,https://www.ign.com/articles/alone-in-the-dark-reboot-delayed-once-again-this-time-by-over-two-months-to-avoid-crunch
"Dec 7, 2023",,Adam Bankhurst,GameAlan Wake 2,4,https://www.ign.com/articles/alan-wake-2-and-marvels-spider-man-2-devs-come-together-for-the-first-ign-roundtable
"Dec 7, 2023",,Ryan Dinsdale,GameGTA 6,79,https://www.ign.com/articles/gta-6-protagonist-looks-a-little-familiar-to-some-cyberpunk-2077-players
"Dec 7, 2023",,Wesley Yin-Poole,GameStar Wars: Episode I: The Phantom Menace,64,https://www.ign.com/articles/looks-like-ps1-game-star-wars-episode-i-the-phantom-menace-is-coming-to-ps-plus-classics
"Dec 7, 2023",,Wesley Yin-Poole,GameKingdom Come: Deliverance,21,https://www.ign.com/articles/2018-medieval-rpg-kingdom-come-deliverance-finally-has-a-nintendo-switch-release-window
"Dec 7, 2023",,Ryan Dinsdale,GameLEGO Fortnite,5,https://www.ign.com/articles/lego-fortnite-gets-gameplay-trailer
"Dec 7, 2023",,Ryan Dinsdale,GameCyberpunk 2077,15,https://www.ign.com/articles/cyberpunk-2077-update-21-includes-a-devastating-reference-to-cyberpunk-edgerunners
"Dec 6, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/magical-discounts-on-hogwarts-deluxe-sith-hot-deals-on-jedi-fallen-order-and-more-au-deals
"Dec 6, 2023",,Alex Stedman,GameGTA 6,143,https://www.ign.com/articles/florida-joker-seemingly-referenced-in-gta-6-trailer-responds-gta-we-gotta-talk
"Dec 6, 2023",,Jacob Kienlen,GameElden Ring,1,https://www.ign.com/articles/elden-ring-best-tips-secrets-and-guides
"Dec 6, 2023",,Callum Williams,GameSkyrim,0,https://www.ign.com/articles/the-elder-scrolls-games-in-order
"Dec 6, 2023",,Chris Reed,GameThe Last of Us Part II Remastered,68,https://www.ign.com/articles/the-last-of-us-part-ii-remastered-release-date-wlf-edition-preorder
"Dec 6, 2023",,Rebekah Valentine,GameBraid: Anniversary Edition,1,https://www.ign.com/articles/day-of-the-devs-shows-new-games-from-boyfriend-dungeon-snipperclips-devs-and-more
"Dec 6, 2023",,Wesley Yin-Poole,GameCall of Duty: Warzone 2.0,0,https://www.ign.com/articles/call-of-duty-warzone-season-1-patch-notes-shake-up-the-battle-royale
"Dec 6, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,27,https://www.ign.com/articles/call-of-duty-modern-warfare-3-season-1-patch-notes-confirm-big-changes
"Dec 6, 2023",,Travis Northup,GameTribes 3: Rivals,5,https://www.ign.com/articles/tribes-3-rivals-hands-on-can-this-old-school-fps-reinvent-itself
"Dec 6, 2023",,Rebekah Valentine,GameDestiny 2,12,https://www.ign.com/articles/bungie-devs-say-atmosphere-is-soul-crushing-amid-layoffs-cuts-and-fear-of-total-sony-takeover
"Dec 6, 2023",,Wesley Yin-Poole,GameGTA 6,220,https://www.ign.com/articles/ex-rockstar-dev-reacts-to-gta-6-trailer-its-really-going-to-look-like-this
"Dec 6, 2023",,Ryan Dinsdale,GameCyberpunk 2077,60,https://www.ign.com/articles/cyberpunk-2077-players-are-obviously-obsessed-with-update-21s-romantic-hangouts
"Dec 6, 2023",,Wesley Yin-Poole,GameGTA 6,30,https://www.ign.com/articles/gta-6-trailer-sparks-massive-spotify-boost-for-tom-pettys-love-is-a-long-road
"Dec 6, 2023",,Noah Hunter,GameStar Wars Jedi: Survivor,9,https://www.ign.com/articles/star-wars-jedi-survivor-best-deal-price-drop-after-black-friday-new
"Dec 6, 2023",,Ryan Dinsdale,GameCyberpunk 2077,5,https://www.ign.com/articles/cyberpunk-2077-now-features-the-sad-keanu-reeves-meme
"Dec 6, 2023",,Wesley Yin-Poole,GameAvatar: Frontiers of Pandora,63,https://www.ign.com/articles/avatar-frontiers-of-pandora-physical-version-requires-one-time-internet-connection
"Dec 6, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,2,https://www.ign.com/articles/mortal-kombat-1-fan-unearths-animations-for-omni-mans-bizarre-moustache-brutality
"Dec 6, 2023",,Tristan Ogilvie,GameAvatar: Frontiers of Pandora,605,https://www.ign.com/articles/avatar-frontiers-of-pandora-review
"Dec 6, 2023",,Ryan Dinsdale,GameGTA 6,25,https://www.ign.com/articles/gta-6-trailer-has-already-surpassed-grand-theft-auto-5s-reveal-with-more-than-100-million-views
"Dec 5, 2023",,Matt Purslow,GameGTA 6,91,https://www.ign.com/articles/99-details-from-the-gta-6-trailer
"Dec 5, 2023",,Michael Cripe,GameLike a Dragon Gaiden,21,https://www.ign.com/articles/like-a-dragon-gaidens-english-dub-will-be-arriving-this-month-as-a-free-update
"Dec 5, 2023",,Alex Stedman,GameBaldur's Gate III,49,https://www.ign.com/articles/baldurs-gate-3-stats-reveal-who-the-most-romanced-character-is-and-more
"Dec 5, 2023",,Alex Stedman,GameGTA 6,159,https://www.ign.com/articles/gta-6-trailer-finally-released-on-xtwitter-after-ceo-begged-rockstar-to-post
"Dec 5, 2023",,Michael Cripe,GameGTA 6,33,https://www.ign.com/articles/gta-6-fans-are-already-spinning-story-theories-out-of-the-tom-petty-song-in-the-trailer
"Dec 5, 2023",,Katie Reul,GameFortnite,50,https://www.ign.com/articles/fortnite-players-peeved-solid-snake-flat-ass
"Dec 5, 2023",,Kat Bailey,GameBaldur's Gate III,13,https://www.ign.com/articles/baldurs-gate-3-mod-aylin-mod
"Dec 5, 2023",,Rebekah Valentine,GameGTA 6,626,https://www.ign.com/articles/gta-6-fans-already-love-lucia-rockstars-first-female-protagonist-in-decades
"Dec 5, 2023",,Callum Williams,GameGTA,31,https://www.ign.com/articles/gta-games-in-order
"Dec 5, 2023",,Ryan Dinsdale,GameElder Scrolls: Skyrim - Special Edition,38,https://www.ign.com/articles/skyrim-special-edition-gets-mod-and-paid-content-revamp
"Dec 5, 2023",,Wesley Yin-Poole,GameGTA 6,90,https://www.ign.com/articles/arthur-morgan-actor-certain-rockstar-will-make-red-dead-redemption-3-eventually
"Dec 5, 2023",,Tom Marks,GameThe Last of Us Part II Remastered,217,https://www.ign.com/articles/the-last-of-us-part-2-remastered-roguelike-mode-no-return-hands-on-preview
"Dec 5, 2023",,Callum Williams,GameGTA 5,5,https://www.ign.com/articles/all-rockstar-games
"Dec 5, 2023",,Dan Stapleton,GameArizona Sunshine II,149,https://www.ign.com/articles/arizona-sunshine-2-review
"Dec 5, 2023",,Wesley Yin-Poole,GameArk: Survival Ascended,20,https://www.ign.com/articles/ark-survival-ascended-shocks-players-by-admitting-the-servers-are-ass-during-charity-stream
"Dec 5, 2023",,Callum Williams,GameGTA 4,77,https://www.ign.com/articles/best-grand-theft-auto-characters
"Dec 5, 2023",,IGN Global Studios,GameBaldur's Gate III,6,https://www.ign.com/articles/how-to-vote-for-your-favorite-game-in-the-2023-video-game-bracket
"Dec 5, 2023",,Ryan Dinsdale,GamePlayStation 5,477,https://www.ign.com/articles/wave-of-playstation-network-accounts-permanently-suspended-for-unknown-reason
"Dec 5, 2023",,Robert Anderson,GameDead Space,74,https://www.ign.com/articles/dead-space-digital-deluxe-edition-is-just-8-for-xbox-game-pass-ultimate-members
"Dec 5, 2023",,Ryan Dinsdale,GameThe Last of Us Part 1,37,https://www.ign.com/articles/the-last-of-us-part-2-remastereds-no-return-roguelike-mode-gets-first-look-trailer
"Dec 5, 2023",,Robert Anderson,GameAssassin's Creed Mirage,14,https://www.ign.com/articles/assassins-creed-mirage-cheaper-than-black-friday-deal-new
"Dec 5, 2023",,Dale Driver,GameAvatar: Frontiers of Pandora,3,https://www.ign.com/articles/how-avatar-frontiers-of-pandoras-ikran-flight-quest-was-made-concept-to-controller
"Dec 4, 2023",,Robert Anderson,GameElden Ring,0,https://www.ign.com/articles/elden-ring-best-deal-ps5-xbox-after-black-friday-uk
"Dec 4, 2023",,Robert Anderson,GamePlayStation 5,19,https://www.ign.com/articles/where-to-buy-playstation-portal-uk
"Dec 4, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/end-of-era-gta-discounts-the-cheapest-avatar-preorders-a-game-awards-steam-sale-and-more-au-deals
"Dec 4, 2023",,Callum Bains,TechCorsair MP600 Pro LPX,608,https://www.ign.com/articles/best-ps5-ssd
"Dec 4, 2023",,Adam Bankhurst,GameAlan Wake 2,340,https://www.ign.com/articles/the-game-awards-2023-how-to-watch-and-what-to-expect
"Dec 4, 2023",,Wesley Yin-Poole,GameEA Sports WRC,41,https://www.ign.com/articles/f1-developer-codemasters-suffers-round-of-layoffs
"Dec 4, 2023",,IGN Global Studios,GameArashi,3,https://www.ign.com/articles/arashi-castles-of-sin-final-cut-takes-action-rpgs-into-vr
"Dec 4, 2023",,Grant Stoner,TechPlayStation 5 Access Controller,137,https://www.ign.com/articles/playstation-access-controller-review
"Dec 4, 2023",,Brian Barnett,GameUndying,8,https://www.ign.com/articles/want-to-try-undying-a-new-zombie-survival-horror-game
"Dec 4, 2023",,Ryan Dinsdale,GameOutcast: A New Beginning,10,https://www.ign.com/articles/outcast-a-new-beginning-arrives-march-2024
"Dec 4, 2023",,Robert Anderson,TV ShowThe Witcher,20,https://www.ign.com/articles/the-witcher-cookbook-interview-exclusive-hgg
"Dec 4, 2023",,Taylor Lyles,GameCall of Duty: Warzone 2.0,95,https://www.ign.com/articles/rockstars-gta-6-trailer-release-date-announcement-was-so-huge-other-developers-are-parodying-it
"Dec 4, 2023",,Wesley Yin-Poole,GamePayDay 3,28,https://www.ign.com/articles/payday-3-developer-starbreeze-announces-dungeons-dragons-co-op-multiplayer-game
"Dec 4, 2023",,Ryan Dinsdale,GameCyberpunk 2077,95,https://www.ign.com/articles/cyberpunk-2077-update-21-patch-notes-include-metro-system-romantic-hangouts-and-new-vehicles
"Dec 4, 2023",,Wesley Yin-Poole,GamePlayStation 5,842,https://www.ign.com/articles/sony-pulls-discovery-videos-playstation-users-already-own-sparking-concern-over-our-digital-future
"Dec 4, 2023",,Hannah Hoolihan,GamePlayStation 5,38,https://www.ign.com/articles/best-playstation-ps5-gift-ideas-2023
"Dec 4, 2023",,Joe O'Neill-Parker,GameBaldur's Gate III,8,https://www.ign.com/articles/best-dnd-gifts-2023-ttrpg-tabletop-reccomendations-non-dnd-rpgs
"Dec 4, 2023",,Ryan Dinsdale,GameVirtua Fighter 5,21,https://www.ign.com/articles/sega-teases-new-era-new-energy-game-awards-announcement-fans-think-its-virtua-fighter
"Dec 4, 2023",,Anthony Wood,GameStardew Valley,16,https://www.ign.com/articles/stardew-valley-creator-gives-fans-a-progress-report-on-16-update
"Dec 4, 2023",,Ryan Dinsdale,GameCyberpunk 2077,24,https://www.ign.com/articles/cyberpunk-2077-gets-last-big-update-tomorrow-as-cd-projekt-moves-on-to-cyberpunk-2-witcher-4
"Dec 4, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,20,https://www.ign.com/articles/mortal-kombat-1-story-dlc-confirmed-big-surprise-after-that
"Dec 3, 2023",,Adam Bankhurst,GameMortal Kombat 1,3,https://www.ign.com/articles/mortal-kombat-1-reveals-quan-chi-gameplay-and-release-date-alongside-our-best-look-yet-at-peacemaker
"Dec 3, 2023",,Matt Purslow,GameAvatar: Frontiers of Pandora,32,https://www.ign.com/articles/how-a-canon-avatar-game-was-created
