,Title,Release Date,Description,Game Link
77,Crazy Chicken X,"Dec 14, 2023","Chickens are on the loose! Hiding, running, fishing, and flying - chickens are everywhere! It's up to you and your dead-eye aim to save the farm.

Moorhuhn X is back - also known as Crazy Chicken X and Chicken Hunter. The number 1 classic among the Moorhuhn shooters brings lots of shooting fun with lots of chickens and just as many puzzles. 

Moorhuhn X has topped the charts for years. Whether with mouse, touch or controller, the boredom is over from now on!",https://www.metacritic.com/game/crazy-chicken-x/
78,Five Nights at Freddy's: Help Wanted 2,"Dec 14, 2023","Five Nights at Freddy's: Help Wanted 2 is the PlayStation VR2 sequel to the terrifying VR experience that brought new life to the iconic horror franchise. Improving on the original title, Help Wanted 2 introduces several brand new minigames that bring you face to face with familiar characters and locations from the series' past. 

But all is not as it seems in this new job... It'll be up to you to brave through the horrors to figure out the truth.

Utilizing the enhanced power and fidelity of PS VR2, this title will be the most immersive, heart-racing Five Nights at Freddy's title ever. PS VR2 sense controller and headset haptics let players feel every step, rumble, and shake as you race to complete your tasks on time. VR brings players even closer to the animatronics than ever before, just not too close, they have been known to bite.",https://www.metacritic.com/game/five-nights-at-freddys-help-wanted-2/
79,Raccoo Venture,"Dec 14, 2023","A collectathon 3D platform game where you explore the world to find all hidden collectibles, solving secrets, puzzles and find new outfits to customize our cute hero. Special abilities will blow your mind controlling chaos and order. Recover the pieces to defeat the terrible Tattooed Tatus.",https://www.metacritic.com/game/raccoo-venture/
80,Aztek Tiki Talisman,"Dec 14, 2023","Embark on a thrilling adventure in Aztec Tiki Talisman! Explore 50 challenging levels in the mystical Aztec jungle, battle foes, solve puzzles, and confront epic bosses. Will you find the blue talisman and unlock the portal to the next level?",https://www.metacritic.com/game/aztek-tiki-talisman/
81,Epic Roller Coasters,"Dec 14, 2023","In Epic Roller Coasters you'll get the same feeling of a real roller coaster with a high level graphics, physics-based simulation. You'll go up and down seeing everything around you with our long range vision capabilities!",https://www.metacritic.com/game/epic-roller-coasters/
82,Aero Fighters,"Dec 14, 2023","The world's hope hinges on your combat skills and sheer determination as an &quot;aero fighter&quot;. Defend the world from unknown alien forces that are attempting to take over the world. You must extract these unknown forces before they can execute their plot for dominance. After conquering the unknown forces, the battle continues into space where the &quot;controlling intellect&quot; dictated the take-over attempt. You must seek and destroy this evil force to prevent it from seizing other worlds.",https://www.metacritic.com/game/aero-fighters/
83,Custom Mech Wars,"Dec 14, 2023","Take customization to the extreme with the Omega Customization System and battle with one-of-a-kind combat units in this all-new third-person shooter mecha game.

Not being restricted to bipedal builds, you can freely customize your mechs to include multiple heads, legs, and arms in whatever positions and angles you choose. Depending on the parts you use, the parameters will vary wildly, so you can build mechs with whatever abilities and fighting styles you wish!

Arm your custom mech to the teeth with every weapon imaginable and blast your way through oncoming enemies. Experience the heart-pounding mecha action that only your Omega Customized units can provide. Destroy enemy units, collect their parts, and customize your favorite mechs even more. Complete a variety of missions as you battle, customize, and then battle and customize some more!

Up to four players can cooperate to complete story missions just like in single-player mode. Not only can you experience the rush of tackling missions with friends, but you can show off your favorite mechs you personally customized.",https://www.metacritic.com/game/custom-mech-wars/
84,Towers & Powers,"Dec 13, 2023",It’s time to be a god! Save your residents and keep their islands from falling to the forces of chaos in this VR tower defense game.,https://www.metacritic.com/game/towers-and-powers/
85,Run Show Quest,"Dec 13, 2023",,https://www.metacritic.com/game/run-show-quest/
86,Listeria Wars,"Dec 13, 2023","Listeria Wars is a tactical strategy where we protect the hero's body from various infections and viruses by controlling the troops of the immune system. We can observe his personal life and even influence it with side effects.

The scene of the game takes place in the body of the protagonist. We see everything that happens to him in real-time on the little screen. We have at our disposal various types of cells of the immune system, controlling which we protect the body from the attacks of harmful bacteria and viruses, as well as train the immune system. Special actions can cause side effects that affect the plot. For example, on a date with a girl, the protagonist can vomit and they break up, which makes the hero depressed.",https://www.metacritic.com/game/listeria-wars/
87,Hell Well,"Dec 13, 2023","Hell Well is an Action game, developed by Panda Indie Studio and published by EastAsiaSoft.",https://www.metacritic.com/game/hell-well/
88,My Lovely Dog Adventure,"Dec 13, 2023","In this video game you play as a little dog that discovers the world on its mission to find its friend.

Travel the world as a little Corgi! You wander mysterious and different landscapes in search of your beloved friend, collecting shiny chrystals on the way.
Find out what caused the petrification of the humans and find a way to undo the curse that befell them!

This is a short emotional story-driven exploration game that will keep you interested with an immersive story and stunning environments.

What to expect:
- Exploration
- An emotional story
- Collecting chrystals
- Beautiful landscapes",https://www.metacritic.com/game/my-lovely-dog-adventure/
89,Rising Dusk,"Dec 13, 2023",An Anti-Coin Collection Platformer inspired by Japanese folktales. Befriend an assortment of ghosts and ghouls as you explore the world hidden in the dusk.,https://www.metacritic.com/game/rising-dusk/
90,Shot Block,"Dec 13, 2023",,https://www.metacritic.com/game/shot-block/
91,Hammerwatch II,"Dec 12, 2023","Blight the Horrible and his dragon army have succeeded in the sinister plot to overthrow King Roland and bring destruction across the Kingdom of Herian.

Not all is lost as hope hides deep within the sewer system, where the King's resistance movement holds strong. On the King's order, a select few of mighty and skilled heroes have been entrusted with defeating Blight's dragons and restoring the Kingdom.

Adventure alone or gather your party to aid King Roland's resistance, all while helping villagers along the way. Battle beasts, finish off hordes of the undead, and face the forces of evil in this epic ode to classic ARPG.",https://www.metacritic.com/game/hammerwatch-ii/
92,Bear and Breakfast,"Dec 12, 2023","Bear and Breakfast is a laid-back management adventure game where you play as a well-meaning bear trying to run a B+B in the woods. Hank and his friends find an abandoned shack and, equipped with their teenage ingenuity, turn it into a money-making bed and breakfast scheme for unsuspecting tourists.

As your business expands so do the mysteries of the forest, and Hank soon finds himself uncovering a plot deeper than the wilderness itself.",https://www.metacritic.com/game/bear-and-breakfast/
93,CityDriver,"Dec 12, 2023",Driving realistically in a real city for the first time - driving fun & training with CityDriver! ViewApp's newest simulation offers you the opportunity to explore the streets of Munich with various cars.,https://www.metacritic.com/game/citydriver/
94,Potion Craft: Alchemist Simulator,"Dec 12, 2023","Potion Craft is an alchemist simulator where you physically interact with your tools and ingredients to brew potions. You're in full control of the whole shop: invent new recipes, attract customers and experiment to your heart's content. Just remember: the whole town is counting on you. 

Every day customers will come to your store looking for solutions to their problems. You will face consequences depending on what you decide to sell them. Attract guilds, befriend notable figures (or feud with them), gain riches and influence - and one day, you may even decide the fate of the whole town.",https://www.metacritic.com/game/potion-craft-alchemist-simulator/
